combined_id,food_group,fermented_binary,genus_Streptococcus,genus_Acetobacter,phylum_Firmicutes,genus_Photobacterium,div_richness,genus_Gluconobacter,genus_Brochothrix,phylum_Pseudomonadota,genus_Latilactobacillus,genus_Psychrobacter,genus_Pantoea,div_shannon,genus_Pseudoalteromonas,country_ITA,genus_Levilactobacillus,genus_Liquorilactobacillus,genus_Lactococcus,genus_Lactobacillus,phylum_Ascomycota,genus_Enterobacter,genus_Saccharomyces,genus_Lentilactobacillus,genus_Lactiplantibacillus,genus_Lacticaseibacillus,genus_Leuconostoc,genus_Paucilactobacillus,genus_Pseudomonas,genus_Pediococcus,genus_Limosilactobacillus,phylum_Bacteroidota,genus_Staphylococcus,genus_Acinetobacter,genus_Weissella,genus_Pichia,genus_Bacillus,genus_Debaryomyces,genus_Vibrio,country_Other,phylum_Actinomycetota,country_USA,genus_Bifidobacterium,genus_Vagococcus,genus_Enterococcus,genus_Klebsiella,genus_Carnobacterium,genus_Flavobacterium,genus_Chryseobacterium,genus_Brevibacterium,country_ESP,genus_Macrococcoides,genus_Rahnella,country_IRL,genus_Serratia,genus_Rothia,genus_Escherichia,genus_Microbacterium,genus_Oenococcus,genus_Kocuria,genus_Corynebacterium,genus_Hafnia,genus_Citrobacter,genus_Brachybacterium,genus_Arthrobacter,genus_Raoultella,phylum_Deinococcota,genus_Moraxella,genus_Cutibacterium,genus_Companilactobacillus,genus_Glutamicibacter,genus_Mammaliicoccus,genus_Epilithonimonas,genus_Kluyvera,genus_Penicillium,genus_Loigolactobacillus,genus_Marinilactibacillus,country_AUT,genus_Halomonas,genus_Aeromonas,genus_Schleiferilactobacillus,genus_Tetragenococcus
AlmeidaO_2020__SRR8742576,Cocoa / fermented seeds,0,0.0,0.83973,15.42746,0.0,43.0,20.99698,0.0,83.23507000000001,0.0,0.0,14.82217,2.458551501199296,0.0,0.0,0.0,0.0,0.14109,0.0,0.89747,5.48767,0.89747,0.0,0.0,0.0,0.33599,0.0,0.0,0.0,14.74891,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742577,Cocoa / fermented seeds,0,0.0,0.15559,0.01121,0.0,31.0,2.8029,0.0,96.64845,0.0,0.0,0.91876,1.4755304113732763,0.0,0.0,0.0,0.0,0.0,0.0,3.0887000000000002,0.1556,3.06707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25166,0.0,0.0,0.0,0.02163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742578,Cocoa / fermented seeds,0,0.0,0.0,0.41319,0.0,26.0,0.17415,0.0,99.48988000000001,0.0,0.0,35.462990000000005,1.6573880372572005,0.0,0.0,0.0,0.0,0.40403,0.0,0.0,8.33615,0.0,0.0,0.0,0.0,0.00916,0.0,0.0,0.0,0.0,0.09693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00994,0.08699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742579,Cocoa / fermented seeds,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,99.37081,0.0,0.0,10.99388,0.9781696721755825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742580,Cocoa / fermented seeds,0,0.0,59.1654,37.31576,0.0,46.0,0.01466,0.0,62.432500000000005,0.0,0.0,0.03211,1.4295743432641483,0.0,0.0,0.0181,0.40044,0.0,0.0,0.23697000000000001,0.0,0.16073,0.0,0.24468,0.0,0.0,0.03269,0.0,0.0,36.39586,0.01475,0.0,0.0,0.0,0.07624,0.01429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742581,Cocoa / fermented seeds,0,0.0,0.63566,98.17801,0.0,40.0,0.04227,0.0,1.58941,0.0,0.0,0.017009999999999997,0.14867313586828546,0.0,0.0,0.0,0.13745,0.0,0.0,0.20512,0.00227,0.05368,0.0,0.00653,0.0,0.0,0.0,0.0,0.0,97.98457,0.02322,0.01012,0.00182,0.0,0.15144,0.0,0.0,0.0,1.0,0.00427,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742582,Cocoa / fermented seeds,0,0.0,1.99801,85.88199,0.0,52.0,10.261519999999999,0.0,14.08522,0.0,0.0,0.11031,0.7086528415889272,0.0,0.0,0.0,0.10752,0.0,0.0,0.03279,0.01538,0.0041,0.0,0.08283,0.0,0.0639,0.0,0.0,0.0,85.62774,0.0,0.0,0.0,0.0,0.02869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742584,Cocoa / fermented seeds,0,0.0,93.44675,6.5205400000000004,0.0,30.0,0.0,0.0,93.47418,0.0,0.0,0.0,0.6436025493330092,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.86143,0.92977,0.0,0.0,0.0,0.0,0.00471,3.2757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlmeidaO_2020__SRR8742585,Cocoa / fermented seeds,0,0.0,86.07799999999999,11.34604,0.0,52.0,0.2095,0.0,86.70304999999999,0.0,0.0,0.0,1.1990395018520765,0.0,0.0,0.0,0.10121,0.0,0.0,1.95069,0.0,0.15768,0.0,0.00553,0.0,0.0,0.0,0.0,0.0,9.05524,0.00023,0.0,0.0,0.0,1.79301,0.91947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C01-19,Meat,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0968215877589733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C02-16,Meat,0,0.0,0.0,6.948,0.0,67.0,0.0,6.53291,92.284,0.0,16.85369,0.0,2.452695472246362,0.0,0.0,0.0,0.0,0.0,0.0,0.01135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.84154,0.0,0.0,0.0,0.03487,5.411550000000001,0.0,0.0,0.0,0.01135,0.0,0.0,0.75667,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,1.0,0.07968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15856,0.00412,0.0,0.0,0.13455,0.0,0.26564,0.28128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12455,0.0,0.0
AlvarezOrdonezA_xxxx__C02-17,Meat,0,0.0,0.0,7.87243,0.0,66.0,0.0,6.84397,90.01967,0.0,43.47387,0.0,2.1777401483868877,0.0,0.0,0.0,0.0,0.0,0.0,0.01336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.922959999999996,0.0,0.0,0.00144,0.03923,8.3577,0.0,0.0,0.0,0.01336,0.0,0.0,2.09315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18874,0.0,0.0,0.0,0.0,0.0,0.21119,0.0,0.16825,0.0,0.0,0.0,0.0,0.03559,0.0,0.0,0.04508,0.0,0.0,0.49323,0.73055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18533,0.0,0.0
AlvarezOrdonezA_xxxx__C02-18,Meat,0,0.0,0.0,0.2619,0.0,8.0,0.0,0.0,0.0805,0.0,0.0,0.0,0.7429294731228331,0.0,0.0,0.0,0.0,0.0,0.0,99.53205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23337,0.0,0.0,0.0,0.0,48.94958,0.0,0.0,0.12555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28336,0.0,0.0,0.0,0.0,0.01456,0.0,0.02853
AlvarezOrdonezA_xxxx__C02-19,Meat,0,0.0,0.0,1.73892,0.0,17.0,0.0,0.0,10.890490000000002,0.0,0.00433,0.0,0.7527359128732616,0.0,0.0,0.0,0.0,0.0,0.0,87.18641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33089,0.0,0.0,0.01343,1.73276,0.0,0.0,0.0,0.0,83.10208,0.0,0.0,0.17074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06196,1.0,0.0,0.0,0.0,0.58077,0.0,0.0,0.0,0.0,0.0,0.08897,0.0,0.0,0.01981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00616,0.0,0.0,1.40106,0.0,0.0,0.0,0.0,0.2957,0.0,0.0
AlvarezOrdonezA_xxxx__C03-16,Meat,0,0.18947,0.0,2.46818,0.0,32.0,0.0,0.41345,64.40262,0.0,20.079250000000002,0.0,2.509686699932696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.45887,0.0,0.0,0.0,0.0,0.8645,0.0,0.0,0.0,0.0,0.0,0.0,33.12922,0.0,0.48345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85719,26.48053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1267800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C03-17,Meat,0,0.0,0.0,6.621650000000001,0.0,16.0,0.0,0.0,25.660459999999997,0.0,2.58257,0.0,2.18225768979143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92397,0.0,9.34944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86412,41.97437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C03-18,Meat,0,0.0,0.0,1.5091999999999999,0.06457,48.0,0.0,1.49688,95.93484000000001,0.0,1.67933,0.0,1.6223945522699867,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0,0.0,0.00359,0.0,94.01923000000001,0.0,0.0,0.11103,0.0,0.04603,0.0,0.0,0.0,0.0121,0.0,0.0,2.4328499999999997,0.0,0.0,0.00035,0.0,0.0,0.00765,0.11103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4076,0.0,0.0,0.0,0.0,0.0,0.00516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C03-19,Meat,0,0.0,0.0,4.68483,0.0,58.0,0.0,4.47372,86.51999,0.0,6.87481,0.0,1.8706755612861665,0.0,0.0,0.0,0.0,0.0,0.0,0.27083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.55259000000001,0.0,0.0,0.28362,0.0,0.05774,0.0,0.0,0.0,0.27083,0.0,0.0,8.24074,0.0,0.0,0.13317,0.0,0.0,0.07794000000000001,0.28362,0.0,0.00293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093,8.02737,0.0,0.0,0.0,0.0,0.0,0.00478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C04-16,Meat,0,0.0,0.0,4.8976,0.0,51.0,0.0,4.89596,95.01733,0.0,0.85671,0.0,1.7668078759903496,0.0,0.0,0.0,0.0,0.00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.32079,0.0,0.0,0.0,0.0,0.61583,0.0,0.0,0.0,0.0,0.0,0.0,0.08507999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02958,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C04-17,Meat,0,0.0,0.0,24.70418,0.0,68.0,0.0,24.37675,74.97837,0.0,11.90973,0.0,1.9613159527675939,0.0,0.0,0.0,0.0,0.19640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09545000000000001,0.0,62.500949999999996,0.0,0.0,0.0,0.0,0.26188,0.0,0.0,0.0,0.0,0.0,0.0,0.31748,0.0,0.0,0.0,0.0,0.0,0.01616,0.0,0.0,0.0,1.0,0.00794,0.0,0.0,0.29607,0.0,0.0,0.0,0.0,0.0,0.0,0.00339,0.0,0.0,0.13724,0.0,0.0,0.0,0.0,0.0,0.11571000000000001,0.00482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C04-18,Meat,0,0.0,0.0,1.669,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2499523131109074,0.0,0.0,0.0,0.0,0.0,0.0,89.15422000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60388,0.0,0.0,0.0,0.0,61.31143,0.0,0.0,9.17679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6775899999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84954,0.0,0.0,0.0,0.0,0.0,0.0,0.06512
AlvarezOrdonezA_xxxx__C04-19,Meat,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48473284917791526,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C05-16,Meat,0,0.0,0.0,89.63434000000001,1.35308,59.0,0.0,60.77852,10.3339,0.44569,2.56448,0.0,1.6535085410551236,0.0,0.0,0.0,0.0,13.99414,0.0,0.00377,0.0,0.0,0.0,0.0,0.0,3.79143,0.0,5.90808,0.0,0.0,0.0,0.00225,0.32827,0.0,0.0,0.0,0.00377,0.0,0.0,0.02797,0.0,0.0,0.0,0.0,0.0,4.73082,0.0,0.0,0.0,1.0,0.02966,0.00608,0.0,0.16573,0.0,0.0,0.0,0.0,0.02797,0.0,0.00266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C05-17,Meat,0,0.0,0.0,85.54852000000001,1.46619,58.0,0.0,70.88236,14.43283,0.48941,4.48316,0.0,1.384137616279073,0.0,0.0,0.0,0.0,6.55059,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,1.55111,0.0,7.50917,0.0,0.0,0.0,0.0,0.70404,0.0,0.0,0.0,0.0019,0.0,0.0,0.01672,0.0,0.0,0.0,0.0,0.0,4.05717,0.0,0.0,0.0,1.0,0.01076,0.01068,0.0,0.22566,0.0,0.0,0.0,0.0,0.01672,0.0,0.01385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C05-18,Meat,0,0.0,0.0,64.41405999999999,0.0,53.0,0.0,0.77512,1.00701,34.339059999999996,0.84841,0.0,1.9146295552691865,0.0,0.0,0.0,0.0,0.0,0.0,27.58756,0.0,0.0,0.0,0.0,0.0,0.85176,0.0,0.01293,0.0,0.0,0.0,12.104049999999999,0.03066,0.0,0.0,0.0,26.24338,0.0,0.0,6.991370000000001,0.0,0.0,0.0,0.0,0.0,0.0442,0.0,0.0,0.13255999999999998,1.0,0.39168,0.0,0.0,0.0,0.10061,0.0,0.0,0.0,6.09228,0.00113,0.0,0.0,0.0,0.02971,0.0,0.0,0.00818,0.01472,0.0,0.0,0.03024,0.0,0.0,0.64385,0.0,0.0,0.0,0.0,0.0,0.0,15.852599999999999
AlvarezOrdonezA_xxxx__C05-19,Meat,0,0.0,0.0,33.35738,0.0,20.0,0.0,0.03662,4.49417,0.0,0.03589,0.0,1.4570178156318934,0.0,0.0,0.0,0.0,0.0,0.0,61.8307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.244729999999997,0.0,0.0,0.0,0.0,49.16934,0.0,0.0,0.31775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23607999999999998,0.03808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00535,0.0,0.0,0.0,0.0,0.0,1.15353,0.0,0.0,0.0,0.0,0.0,0.0,8.07603
AlvarezOrdonezA_xxxx__C06-16,Meat,0,0.0,0.0,19.95882,0.0,40.0,0.0,19.9254,78.75932,0.0,11.37911,0.0,2.097991023851745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.53731,0.0,0.0,0.0,0.0,0.6528,0.0,0.0,0.0,0.0,0.0,0.0,1.2818399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22308,0.0,0.0,0.0,0.29097,0.10357,0.0,0.0,0.00572,0.10352,0.0,0.0,0.16081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C06-17,Meat,0,0.0,0.0,18.5709,0.0,32.0,0.0,18.5709,75.65634,0.0,32.064510000000006,0.0,1.9991149402206627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.148790000000005,0.0,0.0,0.0,0.0,1.51197,0.0,0.0,0.0,0.0,0.0,0.0,5.77274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.03727,0.0,0.0,0.0,1.7265899999999998,1.0585,0.0,0.0,0.0,0.24127,0.0,0.0,0.93803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C06-18,Meat,0,0.0,0.0,21.287,0.0,53.0,0.0,20.85202,76.10645,0.0,5.2786,0.0,1.799183082072393,0.0,0.0,0.0,0.0,0.0,0.0,1.52033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47071000000001,0.0,0.0,0.0,0.1627,0.06,0.0,0.0,0.0,1.1956799999999999,0.0,0.0,1.08626,0.0,0.0,0.07441,0.0,0.0,0.04794,0.0,0.0,0.0097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04204,0.0,0.0,0.0,0.0,0.99852,0.0,0.0,0.0,0.0,0.0,0.01333,0.14993,0.0,0.0,0.32465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C06-19,Meat,0,0.0,0.0,4.33514,0.0,39.0,0.0,4.29835,93.39929,0.0,2.7753300000000003,0.0,0.8172156913671633,0.0,0.0,0.0,0.0,0.0,0.0,0.01349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.61946,0.0,0.0,0.0,0.01081,0.0045,0.0,0.0,0.0,0.01349,0.0,0.0,2.25208,0.0,0.0,0.02155,0.0,0.0,0.00298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25208,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C07-16,Meat,0,1.23362,0.0,66.51338,0.0,38.0,0.0,14.57133,32.14774,0.0,9.72508,0.0,1.9698494792011005,0.0,0.0,0.0,0.0,48.04401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64381,0.0,0.0,0.49645999999999996,0.0,2.65658,0.0,0.0,0.0,0.0,0.0,0.0,0.84241,0.0,0.0,0.0,0.0,0.0,2.66442,0.00164,0.13593,0.0,1.0,0.0,2.06844,0.0,0.0,0.01944,0.0,0.0,0.0,0.16288,0.0,0.0,0.0,0.0,0.17722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C07-17,Meat,0,0.0,0.0,88.40215,0.0,15.0,0.0,10.13728,11.59786,0.0,1.69915,0.0,1.1917792964790404,0.0,0.0,0.0,0.0,70.6067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52406,0.0,0.0,0.0,0.0,0.86224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65817,0.0,0.0,0.0,1.0,0.0,1.51241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C07-18,Meat,0,0.53458,0.0,78.88446,0.0,180.0,0.0,32.35362,17.63333,0.02651,13.114609999999999,0.39229,2.7472562819978537,0.0,0.0,0.18546,0.00442,21.616500000000002,0.0,0.07191,0.11068,0.0,0.0,0.38585,0.0,0.87026,0.0,0.84541,0.0,0.0,1.48892,2.36838,1.65612,0.22619,0.04352,7.99427,0.02839,0.0,0.0,1.8827099999999999,0.0,0.0,0.93028,1.57418,0.050839999999999996,7.34133,0.34467,0.02063,0.0,1.0,0.09531,0.33271,0.0,0.00186,0.29559,0.0,0.0132,0.0,0.0565,1.21959,0.0,0.0011,0.0,0.13525,0.0,0.0,0.0,0.0,0.0,0.0005,1.31266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C07-19,Meat,0,0.23996,0.00365,45.99931,0.0,258.0,0.0,14.83703,24.62073,0.05101,19.22855,0.53756,2.93800343602525,0.0,0.0,0.22868,0.0037,10.30246,0.0,25.81441,0.16537000000000002,0.0,0.0,0.43871,0.0,0.58888,0.0,1.14863,0.0,0.0,0.87339,4.7903400000000005,1.59628,0.2439,0.02771,6.02304,25.7867,0.0,0.0,2.65672,0.0,0.00952,0.48936999999999997,1.63958,0.1382,3.9959200000000004,0.20391,0.01269,0.00583,1.0,0.01887,0.3972,0.0,0.0445,0.2712,0.0,0.05697,0.0,0.10205,1.78388,0.0,0.00758,0.0,0.11287,0.0,0.0,0.00189,0.0,0.0,0.0,0.67745,0.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlvarezOrdonezA_xxxx__C08-16,Meat,0,0.0,0.0,51.60791,2.4035,33.0,0.0,13.70427,48.39207,0.0,17.26165,0.0,2.7303545432776115,0.0,0.0,0.0,0.0,13.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1763600000000003,0.0,26.513009999999998,0.0,0.0,0.0,0.45107,1.69983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70223,0.0,0.0,0.0,1.0,0.0,0.15344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
